Drop Rate,Activation Function,Learning Rates,CF Size,Mean Accuracy,Accuracy Standard Error,Mean AUC,AUC Standard Error,SummaryObject
0.1,ADAM,0.01,4.0,0.5056603773584906,0.052830188679245264,0.7017241379310344,0.04463421674307062,<__main__.CNNSummary object at 0x0000027D9260E6C0>
0.1,ADAM,0.01,8.0,0.4830188679245283,0.030188679245283012,0.8020114942528735,0.03810966732070774,<__main__.CNNSummary object at 0x0000027D911D7EF0>
0.1,ADAM,0.01,12.0,0.690566037735849,0.08280418210374224,0.7873563218390804,0.09150956703408678,<__main__.CNNSummary object at 0x0000027D9267B140>
0.1,ADAM,0.01,16.0,0.5962264150943396,0.07224222535500621,0.7201149425287356,0.05549288809280844,<__main__.CNNSummary object at 0x0000027D912D8B00>
0.1,ADAM,0.01,20.0,0.4792452830188679,0.026415094339622632,0.6270114942528736,0.07002095877466696,<__main__.CNNSummary object at 0x0000027D90BF0BF0>
0.2,SGD,0.001,4.0,0.5094339622641508,0.0231083937998413,0.44396551724137934,0.04180762917277763,<__main__.CNNSummary object at 0x0000027D90C117F0>
0.2,SGD,0.001,8.0,0.49056603773584906,0.023108393799841295,0.5295977011494253,0.05714454545426936,<__main__.CNNSummary object at 0x0000027D927FACC0>
0.2,SGD,0.001,12.0,0.5283018867924529,0.018867924528301883,0.5232758620689655,0.03453480267955407,<__main__.CNNSummary object at 0x0000027D90740170>
0.2,SGD,0.001,16.0,0.47547169811320755,0.018293131537420106,0.5235632183908046,0.024138786246480918,<__main__.CNNSummary object at 0x0000027D92857A40>
0.2,SGD,0.001,20.0,0.5094339622641509,0.023108393799841295,0.4195402298850575,0.026628955449498025,<__main__.CNNSummary object at 0x0000027D905C67B0>
0.2,SGD,0.005,4.0,0.5094339622641509,0.023108393799841295,0.4933908045977011,0.06168563783556379,<__main__.CNNSummary object at 0x0000027D91237E60>
0.2,SGD,0.005,8.0,0.49056603773584906,0.023108393799841295,0.45431034482758614,0.0339804166321328,<__main__.CNNSummary object at 0x0000027D907CDDF0>
0.2,SGD,0.005,12.0,0.5283018867924528,0.018867924528301883,0.5660919540229885,0.03937672942136474,<__main__.CNNSummary object at 0x0000027D912F4770>
0.2,SGD,0.005,16.0,0.5094339622641509,0.023108393799841295,0.5175287356321838,0.04015129844819755,<__main__.CNNSummary object at 0x0000027D8FE48680>
0.2,SGD,0.005,20.0,0.5283018867924529,0.018867924528301883,0.5258620689655172,0.03307719664718774,<__main__.CNNSummary object at 0x0000027D90C11610>
0.2,SGD,0.01,4.0,0.5245283018867924,0.018293131537420106,0.5724137931034483,0.03051461663713034,<__main__.CNNSummary object at 0x0000027D90910410>
0.2,SGD,0.01,8.0,0.4867924528301887,0.02101043155784913,0.4775862068965518,0.02337410090131611,<__main__.CNNSummary object at 0x0000027D912D8E00>
0.2,SGD,0.01,12.0,0.4641509433962264,0.007547169811320753,0.5048850574712643,0.03645463502560471,<__main__.CNNSummary object at 0x0000027D90B888C0>
0.2,SGD,0.01,16.0,0.5245283018867924,0.02264150943396226,0.4178160919540231,0.036909910032145235,<__main__.CNNSummary object at 0x0000027D908E7E60>
0.2,SGD,0.01,20.0,0.4981132075471698,0.01942571724714528,0.5047413793103449,0.031007198521524903,<__main__.CNNSummary object at 0x0000027D907FC5F0>
0.2,ADAM,0.001,4.0,0.4830188679245283,0.031908555708090106,0.5287356321839081,0.0569716067130158,<__main__.CNNSummary object at 0x0000027D9065B200>
0.2,ADAM,0.001,8.0,0.4716981132075472,0.018867924528301883,0.5660919540229885,0.044803633447394846,<__main__.CNNSummary object at 0x0000027D90700FB0>
0.2,ADAM,0.001,12.0,0.4641509433962264,0.024309620239104008,0.489367816091954,0.02363756843036185,<__main__.CNNSummary object at 0x0000027D90FE4140>
0.2,ADAM,0.001,16.0,0.44528301886792454,0.004621678759968259,0.5114942528735632,0.03844565563293004,<__main__.CNNSummary object at 0x0000027D90C2AEA0>
0.2,ADAM,0.001,20.0,0.4792452830188679,0.022003592056019993,0.639367816091954,0.04966777591219426,<__main__.CNNSummary object at 0x0000027D908E6210>
0.2,ADAM,0.005,4.0,0.558490566037736,0.0657947010345762,0.746264367816092,0.04886451795602457,<__main__.CNNSummary object at 0x0000027D90833770>
0.2,ADAM,0.005,8.0,0.5132075471698113,0.04107837935297592,0.6545977011494253,0.06148451690035528,<__main__.CNNSummary object at 0x0000027D90BD8230>
0.2,ADAM,0.005,12.0,0.5584905660377358,0.06470350263955563,0.792816091954023,0.05651028467233361,<__main__.CNNSummary object at 0x0000027D908E6AB0>
0.2,ADAM,0.005,16.0,0.4981132075471698,0.028364710147873402,0.660632183908046,0.06207561692756268,<__main__.CNNSummary object at 0x0000027D90976480>
0.2,ADAM,0.005,20.0,0.5094339622641509,0.05660377358490564,0.6770114942528735,0.08130889178440338,<__main__.CNNSummary object at 0x0000027D90A2C170>
0.2,ADAM,0.01,4.0,0.5698113207547169,0.047881424680941566,0.757183908045977,0.0722302568271855,<__main__.CNNSummary object at 0x0000027D90772E40>
0.2,ADAM,0.01,8.0,0.5094339622641508,0.056603773584905655,0.7416666666666666,0.04990701818115011,<__main__.CNNSummary object at 0x0000027D91431AF0>
0.2,ADAM,0.01,12.0,0.539622641509434,0.04202086311569827,0.6540229885057471,0.027961556805797327,<__main__.CNNSummary object at 0x0000027D90A2EFF0>
0.2,ADAM,0.01,16.0,0.6716981132075471,0.07322116193181982,0.7692528735632183,0.07973503650863872,<__main__.CNNSummary object at 0x0000027D93141A90>
0.2,ADAM,0.01,20.0,0.5735849056603775,0.07838708708619241,0.743103448275862,0.0844546536252379,<__main__.CNNSummary object at 0x0000027D905C61E0>
0.3,SGD,0.001,4.0,0.5094339622641509,0.0231083937998413,0.439367816091954,0.024549212332229942,<__main__.CNNSummary object at 0x0000027D90913230>
0.3,SGD,0.001,8.0,0.5283018867924528,0.018867924528301883,0.5416666666666666,0.03291139511865704,<__main__.CNNSummary object at 0x0000027D90833AA0>
0.3,SGD,0.001,12.0,0.5094339622641509,0.0231083937998413,0.5183908045977011,0.05799581023222286,<__main__.CNNSummary object at 0x0000027D90A2C7A0>
0.3,SGD,0.001,16.0,0.49056603773584906,0.0231083937998413,0.5278735632183909,0.027980745460547383,<__main__.CNNSummary object at 0x0000027D932C9A00>
0.3,SGD,0.001,20.0,0.5283018867924529,0.018867924528301883,0.564655172413793,0.023830659182717488,<__main__.CNNSummary object at 0x0000027D9332B230>
0.3,SGD,0.005,4.0,0.5094339622641509,0.0231083937998413,0.4836206896551725,0.04736500450477495,<__main__.CNNSummary object at 0x0000027D906678C0>
0.3,SGD,0.005,8.0,0.4716981132075472,0.018867924528301883,0.5175287356321838,0.04923236539732713,<__main__.CNNSummary object at 0x0000027D93387CB0>
0.3,SGD,0.005,12.0,0.5018867924528301,0.020321376630696237,0.5485632183908045,0.015550464646435563,<__main__.CNNSummary object at 0x0000027D90FE4D40>
0.3,SGD,0.005,16.0,0.5056603773584907,0.02184120170337778,0.4672413793103448,0.049873916203819556,<__main__.CNNSummary object at 0x0000027D90A2C9E0>
0.3,SGD,0.005,20.0,0.5056603773584906,0.019241583070161446,0.5382183908045977,0.02716467327561588,<__main__.CNNSummary object at 0x0000027D90942F60>
0.3,SGD,0.01,4.0,0.49056603773584906,0.023108393799841295,0.5152298850574712,0.036349722855858385,<__main__.CNNSummary object at 0x0000027D931AD0A0>
0.3,SGD,0.01,8.0,0.49433962264150944,0.03289735051728809,0.4721264367816092,0.03189719891649512,<__main__.CNNSummary object at 0x0000027D90BF3F80>
0.3,SGD,0.01,12.0,0.4716981132075471,0.01886792452830188,0.6005747126436781,0.013721076306107268,<__main__.CNNSummary object at 0x0000027D9332A810>
0.3,SGD,0.01,16.0,0.47547169811320755,0.018293131537420106,0.5224137931034483,0.028076492019988897,<__main__.CNNSummary object at 0x0000027D932688C0>
0.3,SGD,0.01,20.0,0.4867924528301886,0.02101043155784913,0.5818965517241381,0.041438136665394455,<__main__.CNNSummary object at 0x0000027D932C8B60>
0.3,ADAM,0.001,4.0,0.46037735849056605,0.007547169811320751,0.5451149425287356,0.03218390804597701,<__main__.CNNSummary object at 0x0000027D935BB980>
0.3,ADAM,0.001,8.0,0.46037735849056605,0.007547169811320751,0.5801724137931035,0.032984700809843094,<__main__.CNNSummary object at 0x0000027D9063ED20>
0.3,ADAM,0.001,12.0,0.4528301886792453,0.0,0.5941091954022989,0.035896544363104264,<__main__.CNNSummary object at 0x0000027D93610C20>
0.3,ADAM,0.001,16.0,0.5358490566037736,0.0621783285029588,0.633477011494253,0.0976864635683303,<__main__.CNNSummary object at 0x0000027D93613680>
0.3,ADAM,0.001,20.0,0.4943396226415094,0.021841201703377777,0.5100574712643677,0.05206029018592099,<__main__.CNNSummary object at 0x0000027D9343EAB0>
0.3,ADAM,0.005,4.0,0.4528301886792453,0.0,0.6100574712643678,0.08365055555450043,<__main__.CNNSummary object at 0x0000027D9343E900>
0.3,ADAM,0.005,8.0,0.5245283018867924,0.05146483659239944,0.7146551724137932,0.037072306719241686,<__main__.CNNSummary object at 0x0000027D93204920>
0.3,ADAM,0.005,12.0,0.5433962264150944,0.06942780940744944,0.7942528735632184,0.06155967891329985,<__main__.CNNSummary object at 0x0000027D933871D0>
0.3,ADAM,0.005,16.0,0.6301886792452829,0.0863813067340347,0.753448275862069,0.07433953032045128,<__main__.CNNSummary object at 0x0000027D93562E10>
0.3,ADAM,0.005,20.0,0.6,0.08530305324873445,0.7735632183908046,0.07943934203708164,<__main__.CNNSummary object at 0x0000027D906013A0>
0.3,ADAM,0.01,4.0,0.5849056603773585,0.05846012598048931,0.782183908045977,0.03575999047835106,<__main__.CNNSummary object at 0x0000027D934A2EA0>
0.3,ADAM,0.01,8.0,0.5358490566037736,0.04159510883971433,0.6298850574712642,0.09990499516635189,<__main__.CNNSummary object at 0x0000027D938464B0>
0.3,ADAM,0.01,12.0,0.5207547169811321,0.06792452830188679,0.6327586206896552,0.0909887827210272,<__main__.CNNSummary object at 0x0000027D93562BA0>
0.3,ADAM,0.01,16.0,0.5320754716981132,0.07924528301886792,0.6397988505747128,0.0935651555548,<__main__.CNNSummary object at 0x0000027D9397B230>
0.3,ADAM,0.01,20.0,0.5471698113207546,0.04847257576854764,0.6689655172413793,0.06904419602034376,<__main__.CNNSummary object at 0x0000027D937EFD10>
